report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,route_type,road_name,cross_street_type,cross_street_name,off_road_description,municipality,related_non_motorist,collision_type,weather,surface_condition,light,traffic_control,driver_substance_abuse,non_motorist_substance_abuse,person_id,driver_at_fault,injury_severity,circumstance,driver_distracted_by,drivers_license_state,vehicle_id,vehicle_damage_extent,vehicle_first_impact_location,vehicle_second_impact_location,vehicle_body_type,vehicle_movement,vehicle_continuing_dir,vehicle_going_dir,speed_limit,driverless_vehicle,parked_vehicle,vehicle_year,vehicle_make,vehicle_model,equipment_problems,latitude,longitude,geolocation
MCP93790032,200037164,Montgomery County Police,Property Damage Crash,2020-09-22T10:22:00.000,Maryland (State),NORBECK RD,County,BALTIMORE RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,309D98E6-031E-4029-88C3-26D9FDA8A59A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DE18F4A1-F051-42D2-91F1-A16B92E436E9,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PICKUP TRUCK,STOPPED IN TRAFFIC LANE,West,West,50,No,No,2004,FORD,F150,NO MISUSE,39.09538833,-77.11220833,"
,  
(39.09538833, -77.11220833)"
MCP93790032,200037164,Montgomery County Police,Property Damage Crash,2020-09-22T10:22:00.000,Maryland (State),NORBECK RD,County,BALTIMORE RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,FAB6AF54-2A2B-4189-A85F-A9FEAAF9D7F6,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,C96426AD-07DC-48BC-96D6-3FA496F82E93,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,50,No,No,2014,HYUNDAI,AZERA,NO MISUSE,39.09538833,-77.11220833,"
,  
(39.09538833, -77.11220833)"
MCP26510042,200037160,Montgomery County Police,Property Damage Crash,2020-09-22T10:10:00.000,,,,,PARKING LOT OF 10801 LOCKWOOD DR,,,OTHER,CLEAR,,DAYLIGHT,,,,A6F6FD47-764E-4946-B14B-E33F7CAAD7F8,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,1DD928DC-7358-473D-8F31-FF32D9DE4780,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,ACCELERATING,South,South,0,No,No,2008,MERZ,E CLASS,NO MISUSE,39.03281317,-77.00206333,"
,  
(39.03281317, -77.00206333)"
MCP2666004H,200037168,Montgomery County Police,Property Damage Crash,2020-09-22T10:05:00.000,,,,,PARKING LOT OF 8472 PINEY BRANCH ROAD,,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,86DA3073-B479-497C-8BEC-B3889824E282,Yes,NO APPARENT INJURY,,UNKNOWN,,6C8CD7A8-8423-4B63-B95C-368DB19FDA21,UNKNOWN,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,15,No,No,2018,CHEVROLET,SILVERADO,NO MISUSE,38.99829883,-77.00424481,"
,  
(38.99829883, -77.00424481)"
MCP157500BQ,200037161,Montgomery County Police,Property Damage Crash,2020-09-22T10:03:00.000,County,SHADY GROVE RD,County,TRAVILLE  GATEWAY DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,DD1245D8-7C00-4B83-9757-D5C927A368FA,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,453324D9-31B7-4118-934E-EFFCDB111293,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MOVING CONSTANT SPEED,North,North,45,No,No,2018,PTRB,DUMP,NO MISUSE,39.09098667,-77.20445833,"
,  
(39.09098667, -77.20445833)"
MCP157500BQ,200037161,Montgomery County Police,Property Damage Crash,2020-09-22T10:03:00.000,County,SHADY GROVE RD,County,TRAVILLE  GATEWAY DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1C40B14E-6AED-4AB9-A761-4F27541168F5,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,ABF6D04B-ACBA-4BD7-B34C-BF60D950AE09,DISABLING,FIVE OCLOCK,FIVE OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",MAKING LEFT TURN,East,South,45,No,No,2007,FREI,TK,NO MISUSE,39.09098667,-77.20445833,"
,  
(39.09098667, -77.20445833)"
MCP3257000V,200037159,Montgomery County Police,Property Damage Crash,2020-09-22T10:03:00.000,Maryland (State),RIVER RD,Other Public Roadway,CLIPPER LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,10CAA145-9385-4F4F-9F10-688247ADF913,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,7B42E7D3-053A-40CD-BE1A-21E56A7CA35D,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ENTERING TRAFFIC LANE,East,North,35,No,No,2006,TOYOTA,TACOMA,NO MISUSE,38.96394998,-77.10250638,"
,  
(38.96394998, -77.10250638)"
MCP3257000V,200037159,Montgomery County Police,Property Damage Crash,2020-09-22T10:03:00.000,Maryland (State),RIVER RD,Other Public Roadway,CLIPPER LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,D20F4891-00E2-41E9-B321-DA38490B11C8,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,4F3381FE-1739-4E90-B38B-483532F4959B,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,East,East,35,No,No,2016,FORD,E450,NO MISUSE,38.96394998,-77.10250638,"
,  
(38.96394998, -77.10250638)"
MCP3257000V,200037159,Montgomery County Police,Property Damage Crash,2020-09-22T10:03:00.000,Maryland (State),RIVER RD,Other Public Roadway,CLIPPER LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,149F79DD-713D-4553-A07C-1EB60429996F,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,E4E3537D-8C6B-47CF-8572-3916F430520D,DISABLING,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,East,35,No,No,2010,HONDA,CRV,NO MISUSE,38.96394998,-77.10250638,"
,  
(38.96394998, -77.10250638)"
MCP3259000L,200037278,Montgomery County Police,Injury Crash,2020-09-22T09:30:00.000,Maryland (State),ROCKVILLE PIKE,Municipality,EDMONSTON DR,,ROCKVILLE,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,2ED1472A-FD8E-41CA-8727-E0C1EE7DCA8A,Yes,NO APPARENT INJURY,,UNKNOWN,MD,7B33DB9E-4FC5-400E-BB79-8888F8E9DEAC,UNKNOWN,UNKNOWN,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,No,No,2018,HYNDUAI,KONA,NO MISUSE,39.0682761,-77.12958499999999,"
,  
(39.0682761, -77.129585)"
MCP3259000L,200037278,Montgomery County Police,Injury Crash,2020-09-22T09:30:00.000,Maryland (State),ROCKVILLE PIKE,Municipality,EDMONSTON DR,,ROCKVILLE,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,65327988-25E1-4166-8AB5-7DE76264BD88,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,4794C3D1-FFFF-43A8-B6C7-85C1F23427D8,FUNCTIONAL,THREE OCLOCK,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2017,MERCEDES-BENZ,C 300,NO MISUSE,39.0682761,-77.12958499999999,"
,  
(39.0682761, -77.129585)"
DD56340036,200037138,Rockville Police Departme,Property Damage Crash,2020-09-22T06:40:00.000,Maryland (State),NORBECK RD,Municipality,E GUDE DR,,ROCKVILLE,,SINGLE VEHICLE,CLEAR,DRY,DUSK,NO CONTROLS,,,16786DEA-421A-4680-AAE1-B03002B682D9,Yes,NO APPARENT INJURY,,UNKNOWN,MD,2F5D1F19-00C1-48A7-B4FD-25B4FFB3D5C8,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,NEGOTIATING A CURVE,West,West,50,No,No,2001,HONDA,2D,NO MISUSE,39.09044829999999,-77.12892921,"
,  
(39.0904483, -77.12892921)"
MCP2639009P,200037136,Montgomery County Police,Property Damage Crash,2020-09-22T05:09:00.000,Maryland (State),NEW HAMPSHIRE AVE,County,ROCKY GLEN DR,,,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,DD96D73C-E6B8-4C74-8129-7F02A57E991E,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,67ADBC1A-A81E-47A1-837F-A85E80FFC6E3,DISABLING,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,30,No,No,2003,HONDA,CIVIC,NO MISUSE,39.20568667,-77.03384833,"
,  
(39.20568667, -77.03384833)"
MCP3173001D,200037120,Montgomery County Police,Property Damage Crash,2020-09-21T23:32:00.000,US (State),COLUMBIA PIKE,County,LOCKWOOD DR,,,,SAME DIR REAR END,,DRY,,TRAFFIC SIGNAL,NONE DETECTED,,12D190D8-98AC-42A8-B402-08BA03A886BD,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,5671A634-81DB-4408-8F61-96042FB3D670,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2005,4T1BF30K65U094293,SD,NO MISUSE,39.03393367,-77.00219133,"
,  
(39.03393367, -77.00219133)"
MCP3173001D,200037120,Montgomery County Police,Property Damage Crash,2020-09-21T23:32:00.000,US (State),COLUMBIA PIKE,County,LOCKWOOD DR,,,,SAME DIR REAR END,,DRY,,TRAFFIC SIGNAL,NONE DETECTED,,6BD5D402-A5DE-4D4C-94A8-0C4F7E07027A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,0B83ABA6-E378-43A2-8C4F-DFF7A1FC3346,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,40,No,No,2010,BMW,4S,NO MISUSE,39.03393367,-77.00219133,"
,  
(39.03393367, -77.00219133)"
MCP2464001Y,200037119,Montgomery County Police,Property Damage Crash,2020-09-21T23:15:00.000,,,,,PARKING LOT OF 8700 BLOCK ARLISS ST,,,SINGLE VEHICLE,CLEAR,,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,8EE61346-C4A9-4C09-A46C-9DDC25E9C3A1,Yes,NO APPARENT INJURY,"N/A, RUTS, HOLES, BUMPS",LOOKED BUT DID NOT SEE,MD,142C784E-0AC0-4EAC-BB68-C416AB618009,SUPERFICIAL,UNDERSIDE,UNDERSIDE,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,West,West,5,No,No,2019,DODGE,CHARGER,UNKNOWN,38.99895001,-77.00157006,"
,  
(38.99895001, -77.00157006)"
MCP3193001P,200037102,Montgomery County Police,Property Damage Crash,2020-09-21T20:00:00.000,County,PRICE AVE,Maryland (State),GEORGIA AVE,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,74B1ECA9-3D3C-4029-81E1-06A383D9722C,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,4A16F6C5-B666-47B3-AAC9-6D2E0569BCE5,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,25,No,No,2013,CHEVROLET,TK,NO MISUSE,39.04037017,-77.051325,"
,  
(39.04037017, -77.051325)"
MCP3193001P,200037102,Montgomery County Police,Property Damage Crash,2020-09-21T20:00:00.000,County,PRICE AVE,Maryland (State),GEORGIA AVE,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,9336BAF1-5E1F-404C-84F1-CBDE040DDBA8,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,6BB066B1-BB81-42B1-A831-D8509C5FF1B5,DISABLING,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,25,No,No,2012,LINCOLN,NAVIGATOR,NO MISUSE,39.04037017,-77.051325,"
,  
(39.04037017, -77.051325)"
MCP3268000G,200037086,Montgomery County Police,Property Damage Crash,2020-09-21T18:31:00.000,County,SPRING ST,US (State),COLESVILLE RD,,,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,A6BC5AA3-8FB5-4F05-A056-9B3F2EA84744,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,F71C8D43-5B2C-441B-B4CA-9A850ABDCBCF,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2016,NISSAN,4S,NO MISUSE,38.998934999999996,-77.02618167,"
,  
(38.998935, -77.02618167)"
MCP3268000G,200037086,Montgomery County Police,Property Damage Crash,2020-09-21T18:31:00.000,County,SPRING ST,US (State),COLESVILLE RD,,,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,72D9AB85-254F-4B51-BD2F-61EBD47BFC88,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,633D109A-CA4D-4A1F-8EF3-8EA252642A79,FUNCTIONAL,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,North,35,No,No,2018,KIA,4S,NO MISUSE,38.998934999999996,-77.02618167,"
,  
(38.998935, -77.02618167)"
MCP30690027,200037096,Montgomery County Police,Property Damage Crash,2020-09-21T18:30:00.000,County,EXECUTIVE BLVD,Maryland (State),OLD GEORGETOWN RD,,,,SINGLE VEHICLE,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,NONE DETECTED,,77E21309-F700-467C-AA45-0E5CCC8697CA,Yes,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",NOT DISTRACTED,MD,F6433514-C2DE-4559-9CA0-11E06C93647F,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,No,No,2019,HONDA,CRV,NO MISUSE,39.04885833,-77.12123667,"
,  
(39.04885833, -77.12123667)"
MCP2919007F,200037065,Montgomery County Police,Property Damage Crash,2020-09-21T16:57:00.000,,,,,"PARKING LOT OF 8472 PINEY BRANCH RD SILVER SPRING, MD 20901",,,OTHER,,,DAYLIGHT,,NONE DETECTED,,FB867C35-B7D5-4E5F-A321-B59415826ABC,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,2001C1BF-5212-4464-894C-E37E7000A18D,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,PARKING,Unknown,Unknown,15,No,No,2015,TOYOTA,PRIUS,,39.02046667,-77.00891333,"
,  
(39.02046667, -77.00891333)"
MCP158000D2,200037062,Montgomery County Police,Injury Crash,2020-09-21T16:33:00.000,Maryland (State),CLOPPER RD,County,GAME PRESERVE RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5DA14C73-12D2-4AB6-B6DC-DBEB0A4E2165,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,2E2FDE40-AD91-466B-B3D6-E1373050F257,SUPERFICIAL,SEVEN OCLOCK,SEVEN OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,West,West,40,No,No,2007,TOYT,RAV4,NO MISUSE,39.152165000000004,-77.24746333,"
,  
(39.152165, -77.24746333)"
MCP158000D2,200037062,Montgomery County Police,Injury Crash,2020-09-21T16:33:00.000,Maryland (State),CLOPPER RD,County,GAME PRESERVE RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FF5F200D-5FB0-42BB-9385-4570E3D71181,Yes,SUSPECTED MINOR INJURY,,OTHER DISTRACTION,MD,07922527-4CA9-4F71-B810-BE513C1D745B,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,VAN,SLOWING OR STOPPING,West,West,40,No,No,2003,HONDA,ODYSSEY,NO MISUSE,39.152165000000004,-77.24746333,"
,  
(39.152165, -77.24746333)"
MCP158000D2,200037062,Montgomery County Police,Injury Crash,2020-09-21T16:33:00.000,Maryland (State),CLOPPER RD,County,GAME PRESERVE RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2BDFB62E-1ECB-48A8-8450-717B534D5B54,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,B4803499-C81B-4BCA-BB5C-C37E2D1B7E2F,DISABLING,SIX OCLOCK,SIX OCLOCK,PICKUP TRUCK,SLOWING OR STOPPING,West,West,40,No,No,2010,FORD,F150,NO MISUSE,39.152165000000004,-77.24746333,"
,  
(39.152165, -77.24746333)"
MCP229800S0,200037053,Montgomery County Police,Property Damage Crash,2020-09-21T15:55:00.000,,HORSESHOE BEND CIR,,NOBLETON LANE,,,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,963C6016-9147-4126-B3F0-741642A789A4,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,23415177-705C-4F55-904F-1EE65E7D2739,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,PARKING,Unknown,Unknown,25,No,No,2005,TOYOTA,COROLLA,NO MISUSE,39.22873167,-77.25773000000001,"
,  
(39.22873167, -77.25773)"
MCP3268000H,200037051,Montgomery County Police,Property Damage Crash,2020-09-21T15:06:00.000,County,ADELPHI RD,Maryland (State),NEW HAMPSHIRE AVE,,,,SAME DIR BOTH LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,F159619F-4CD7-4198-9FBE-390B8E3FEF77,Yes,NO APPARENT INJURY,,NOT DISTRACTED,,19548A16-609D-42D0-8F83-4D4D0A7DB8AC,SUPERFICIAL,EIGHT OCLOCK,EIGHT OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,East,35,No,No,2020,FORD,TK,,39.01140338,-76.9788675,"
,  
(39.01140338, -76.9788675)"
MCP3268000H,200037051,Montgomery County Police,Property Damage Crash,2020-09-21T15:06:00.000,County,ADELPHI RD,Maryland (State),NEW HAMPSHIRE AVE,,,,SAME DIR BOTH LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0D76AACB-6653-48CC-B901-0DDF4B408140,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,0D53B870-B41B-42EA-A59A-E2E58A20A3F6,SUPERFICIAL,THREE OCLOCK,THREE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,East,35,No,No,2014,AUDI,4S,NO MISUSE,39.01140338,-76.9788675,"
,  
(39.01140338, -76.9788675)"
EJ7884000K,200037043,Gaithersburg Police Depar,Property Damage Crash,2020-09-21T14:46:00.000,Maryland (State),CLOPPER RD,Unknown,SPUR FR MD 124,,,,SAME DIR REAR END,,DRY,DAYLIGHT,,NONE DETECTED,,30651D4E-2FB4-411C-A395-EB9FA7E7AF8F,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,A358D80F-5582-4E3F-8E6B-9BBE89E0C0FA,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,West,30,No,No,2015,HYUNDAI,TK,NO MISUSE,39.14256907,-77.22049054,"
,  
(39.14256907, -77.22049054)"
EJ7884000K,200037043,Gaithersburg Police Depar,Property Damage Crash,2020-09-21T14:46:00.000,Maryland (State),CLOPPER RD,Unknown,SPUR FR MD 124,,,,SAME DIR REAR END,,DRY,DAYLIGHT,,NONE DETECTED,,B36B79F7-B4A9-4A3D-9517-C16BC9A58056,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,863D833F-075A-4F68-8808-9EDC4D221814,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,West,West,35,No,No,2014,CHEV,TK,NO MISUSE,39.14256907,-77.22049054,"
,  
(39.14256907, -77.22049054)"
DD5604003N,200037032,Rockville Police Departme,Property Damage Crash,2020-09-21T13:57:00.000,Municipality,MARYLAND AVE,Municipality,E MONTGOMERY AVE AT COURTHOUSE SQ,,ROCKVILLE,,HEAD ON,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,7917BB74-B2B8-48DE-B57C-A586EBE6895D,Yes,NO APPARENT INJURY,,NOT DISTRACTED,VA,246C20D3-FEF1-42EE-84E4-64E5046A513F,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,East,25,No,No,2009,AUDI,A4,NO MISUSE,39.08402353,-77.15091091,"
,  
(39.08402353, -77.15091091)"
MCP913000B3,200037029,Montgomery County Police,Injury Crash,2020-09-21T13:54:00.000,US (State),COLUMBIA PIKE,County,HILLWOOD DR,,,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,51C88475-D327-4A5C-885B-022F7B201941,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,2D325618-DE9A-49B5-A11D-5D6106060206,NO DAMAGE,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,South,40,No,No,2015,TOYOTA,COROLLA,NO MISUSE,39.03246833,-77.003675,"
,  
(39.03246833, -77.003675)"
DD5605007Z,200037022,Rockville Police Departme,Injury Crash,2020-09-21T13:30:00.000,Maryland (State),VEIRS MILL RD,Unknown,SPUR TO MD 355,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,,7E2A9528-DF7E-45DE-89BB-F60D556184CC,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,343C3BF8-0F70-462D-AE04-46606B018661,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,West,35,No,No,2015,JEEP,TK,NO MISUSE,39.081697,-77.14554,"
,  
(39.081697, -77.14554)"
DD5605007Z,200037022,Rockville Police Departme,Injury Crash,2020-09-21T13:30:00.000,Maryland (State),VEIRS MILL RD,Unknown,SPUR TO MD 355,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,,4979364F-DAF6-4773-8053-3AB353E8E247,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,8F75EB49-13E9-4EE1-AC7A-960A995B29C2,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,West,35,No,No,2020,TOYT,4H,NO MISUSE,39.081697,-77.14554,"
,  
(39.081697, -77.14554)"
MCP2891009D,200037012,Montgomery County Police,Property Damage Crash,2020-09-21T12:30:00.000,Maryland (State),16TH ST,Maryland (State),COLESVILLE RD,,,,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,20B8AAF4-A3A1-48E0-8D9A-E316FBE2AC2D,Yes,NO APPARENT INJURY,,OTHER CELLULAR PHONE RELATED,MD,A2E73B2E-C545-4345-9381-E80185CEF444,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2017,TOYOTA,COROLLA,,38.99291167,-77.03638000000001,"
,  
(38.99291167, -77.03638)"
MCP3264000N,200037004,Montgomery County Police,Injury Crash,2020-09-21T11:42:00.000,US (State),COLESVILLE RD,County,DALE DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,880135B2-10E9-49C9-8D83-3C83DD0F735B,Yes,SUSPECTED MINOR INJURY,,LOOKED BUT DID NOT SEE,VA,F5F60119-0133-420E-A6B9-D5755E0F25CB,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2009,HONDA,ACCORD,NO MISUSE,39.00524532,-77.02285919,"
,  
(39.00524532, -77.02285919)"
MCP3264000N,200037004,Montgomery County Police,Injury Crash,2020-09-21T11:42:00.000,US (State),COLESVILLE RD,County,DALE DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,147CB533-D53D-4EE2-840E-014B28D0E2E5,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,00E7E76A-14AB-4C06-A871-E2CEFF9AA35B,FUNCTIONAL,TWO OCLOCK,TWO OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,East,30,No,No,2000,TOYOTA,4 RUNNER,NO MISUSE,39.00524532,-77.02285919,"
,  
(39.00524532, -77.02285919)"
MCP9113006L,200036985,Montgomery County Police,Injury Crash,2020-09-21T10:35:00.000,Maryland (State),GEORGIA AVE,County,HEATHFIELD RD,,,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7E4973A4-9878-4C69-B804-CAA08A5EFB8B,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,AECFB37C-9FB9-4725-A40C-92720292FBF3,SUPERFICIAL,TEN OCLOCK,TEN OCLOCK,MOTORCYCLE,MOVING CONSTANT SPEED,South,South,35,No,No,2014,HOND,INTERCEPTOR,NO MISUSE,39.08690333,-77.07948167,"
,  
(39.08690333, -77.07948167)"
MCP1119008L,200036978,Montgomery County Police,Injury Crash,2020-09-21T10:00:00.000,County,E RANDOLPH RD,County,FAIRLAND RD,,,,HEAD ON LEFT TURN,,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,61075163-1181-4387-8745-107266550BEF,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,941C0FAD-5E72-405C-B679-BA4C3D37F380,DISABLING,TWELVE OCLOCK,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,40,No,No,2018,TOYOTA,COROLLA,,39.07559333,-76.99397167,"
,  
(39.07559333, -76.99397167)"
MCP1119008L,200036978,Montgomery County Police,Injury Crash,2020-09-21T10:00:00.000,County,E RANDOLPH RD,County,FAIRLAND RD,,,,HEAD ON LEFT TURN,,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,EF36B458-9811-4482-9672-0ED3395039C6,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,2CBDC367-125F-4F20-925F-70E44327CDD7,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,40,No,No,2011,HYUN,4S,,39.07559333,-76.99397167,"
,  
(39.07559333, -76.99397167)"
